epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2,lr/pg3,lr/pg4,lr/pg5,lr/pg6,lr/pg7
55,4074.85,1.38454,0.46282,0.00429,0.95344,0.9472,0.97838,0.66429,1.30175,0.38139,0.0037,0.0132888,0.0044296,0.0132888,0.0044296,0.0132888,0.0044296,0.0132888,0.0044296
56,4144.15,1.36978,0.45315,0.00424,0.95829,0.95508,0.97873,0.66836,1.28593,0.37809,0.00365,0.0128269,0.00427565,0.0128269,0.00427565,0.0128269,0.00427565,0.0128269,0.00427565
57,4213.73,1.37229,0.45583,0.00427,0.9579,0.94438,0.97569,0.66245,1.28067,0.37872,0.00363,0.0123674,0.00412246,0.0123674,0.00412246,0.0123674,0.00412246,0.0123674,0.00412246
58,4283.85,1.36652,0.45441,0.00423,0.95349,0.94828,0.97781,0.66445,1.27748,0.38567,0.00361,0.0119106,0.00397019,0.0119106,0.00397019,0.0119106,0.00397019,0.0119106,0.00397019
59,4353.75,1.36194,0.45164,0.00423,0.94757,0.94965,0.97724,0.66294,1.2668,0.38464,0.00358,0.011457,0.00381899,0.011457,0.00381899,0.011457,0.00381899,0.011457,0.00381899
60,4423.18,1.3589,0.46124,0.00419,0.95619,0.95832,0.9792,0.66546,1.27614,0.37523,0.00359,0.011007,0.00366899,0.011007,0.00366899,0.011007,0.00366899,0.011007,0.00366899
61,4492.76,1.35024,0.45719,0.00419,0.955,0.95669,0.97683,0.66483,1.28094,0.37795,0.00364,0.0105611,0.00352037,0.0105611,0.00352037,0.0105611,0.00352037,0.0105611,0.00352037
62,4561.87,1.35739,0.45265,0.00418,0.95469,0.94995,0.97773,0.66658,1.27301,0.37466,0.0036,0.0101197,0.00337325,0.0101197,0.00337325,0.0101197,0.00337325,0.0101197,0.00337325
63,4631.57,1.34157,0.44948,0.00416,0.95301,0.94965,0.9754,0.66402,1.27991,0.38034,0.00361,0.00968335,0.00322778,0.00968335,0.00322778,0.00968335,0.00322778,0.00968335,0.00322778
64,4700.61,1.33008,0.43809,0.00408,0.95435,0.94848,0.97529,0.66615,1.27916,0.37727,0.00362,0.00925235,0.00308412,0.00925235,0.00308412,0.00925235,0.00308412,0.00925235,0.00308412
65,4769.93,1.33614,0.44823,0.00412,0.95868,0.95078,0.9767,0.66845,1.26411,0.37353,0.00357,0.00882718,0.00294239,0.00882718,0.00294239,0.00882718,0.00294239,0.00882718,0.00294239
66,4838.63,1.33398,0.45417,0.00415,0.95092,0.9528,0.9764,0.66764,1.27103,0.37951,0.0036,0.00840824,0.00280275,0.00840824,0.00280275,0.00840824,0.00280275,0.00840824,0.00280275
67,4908.28,1.32827,0.44879,0.00409,0.95188,0.94976,0.97462,0.66501,1.28622,0.37707,0.00365,0.00799596,0.00266532,0.00799596,0.00266532,0.00799596,0.00266532,0.00799596,0.00266532
68,4977.73,1.33061,0.43686,0.0041,0.9463,0.95949,0.97661,0.66684,1.27935,0.37887,0.00362,0.00759073,0.00253024,0.00759073,0.00253024,0.00759073,0.00253024,0.00759073,0.00253024
69,5047.7,1.31607,0.44344,0.00403,0.96045,0.95249,0.97703,0.66597,1.26692,0.38756,0.00359,0.00719297,0.00239766,0.00719297,0.00239766,0.00719297,0.00239766,0.00719297,0.00239766
70,5117.05,1.31503,0.44134,0.00398,0.95813,0.95131,0.97614,0.66813,1.2572,0.3696,0.00356,0.00680306,0.00226769,0.00680306,0.00226769,0.00680306,0.00226769,0.00680306,0.00226769
71,5187.06,1.30609,0.42083,0.00401,0.96012,0.95433,0.97935,0.67115,1.25805,0.36778,0.00357,0.00642139,0.00214046,0.00642139,0.00214046,0.00642139,0.00214046,0.00642139,0.00214046
72,5257.05,1.30371,0.43624,0.00399,0.96614,0.95216,0.9797,0.67139,1.26101,0.36242,0.00357,0.00604833,0.00201611,0.00604833,0.00201611,0.00604833,0.00201611,0.00604833,0.00201611
73,5327.2,1.29581,0.4218,0.00398,0.95842,0.96019,0.97969,0.67086,1.2597,0.3636,0.00355,0.00568425,0.00189475,0.00568425,0.00189475,0.00568425,0.00189475,0.00568425,0.00189475
74,5396.24,1.29281,0.4273,0.00399,0.96016,0.95667,0.97863,0.67123,1.25884,0.36964,0.00355,0.00532952,0.00177651,0.00532952,0.00177651,0.00532952,0.00177651,0.00532952,0.00177651
75,5466.28,1.29577,0.43177,0.00392,0.95507,0.95829,0.98028,0.67252,1.25215,0.36915,0.00351,0.00498448,0.00166149,0.00498448,0.00166149,0.00498448,0.00166149,0.00498448,0.00166149
76,5535.74,1.29339,0.42337,0.00394,0.9608,0.96136,0.9807,0.67376,1.25855,0.364,0.00353,0.00464946,0.00154982,0.00464946,0.00154982,0.00464946,0.00154982,0.00464946,0.00154982
77,5605.74,1.28273,0.41925,0.00391,0.96003,0.95628,0.98021,0.67472,1.25657,0.36302,0.00354,0.00432482,0.00144161,0.00432482,0.00144161,0.00432482,0.00144161,0.00432482,0.00144161
78,5675.32,1.28067,0.41957,0.00392,0.95897,0.958,0.97974,0.67605,1.24731,0.35458,0.00351,0.00401085,0.00133695,0.00401085,0.00133695,0.00401085,0.00133695,0.00401085,0.00133695
79,5744.7,1.2814,0.42441,0.00391,0.95614,0.95715,0.97977,0.67496,1.2511,0.3601,0.00352,0.00370788,0.00123596,0.00370788,0.00123596,0.00370788,0.00123596,0.00370788,0.00123596
80,5813.47,1.2693,0.42244,0.00387,0.95739,0.96023,0.9807,0.67706,1.24744,0.35913,0.00351,0.0034162,0.00113873,0.0034162,0.00113873,0.0034162,0.00113873,0.0034162,0.00113873
81,5884.37,1.27452,0.41169,0.00389,0.96327,0.95204,0.98064,0.67456,1.24797,0.3613,0.00351,0.0031361,0.00104537,0.0031361,0.00104537,0.0031361,0.00104537,0.0031361,0.00104537
82,5954.29,1.26585,0.41159,0.00389,0.9608,0.96144,0.97982,0.67433,1.251,0.35999,0.00352,0.00286785,0.000955951,0.00286785,0.000955951,0.00286785,0.000955951,0.00286785,0.000955951
83,6023.96,1.26358,0.40988,0.00386,0.96019,0.96036,0.98048,0.67715,1.25307,0.35646,0.00353,0.00261173,0.000870577,0.00261173,0.000870577,0.00261173,0.000870577,0.00261173,0.000870577
84,6094.02,1.26093,0.3987,0.00386,0.96121,0.95759,0.98059,0.67608,1.25669,0.35568,0.00354,0.00236798,0.000789327,0.00236798,0.000789327,0.00236798,0.000789327,0.00236798,0.000789327
85,6163.79,1.25271,0.40621,0.0038,0.96074,0.95992,0.97983,0.67489,1.25646,0.35735,0.00354,0.00213685,0.000712282,0.00213685,0.000712282,0.00213685,0.000712282,0.00213685,0.000712282
86,6233.65,1.25114,0.40566,0.00384,0.96138,0.96195,0.98011,0.67361,1.25811,0.35836,0.00355,0.00191855,0.000639518,0.00191855,0.000639518,0.00191855,0.000639518,0.00191855,0.000639518
87,6303.01,1.24861,0.39891,0.00379,0.96219,0.96077,0.98024,0.67425,1.256,0.35989,0.00354,0.00171332,0.000571106,0.00171332,0.000571106,0.00171332,0.000571106,0.00171332,0.000571106
88,6372.32,1.2512,0.39839,0.00379,0.96123,0.95802,0.98029,0.67415,1.25646,0.35987,0.00354,0.00152134,0.000507115,0.00152134,0.000507115,0.00152134,0.000507115,0.00152134,0.000507115
89,6441.77,1.24373,0.39681,0.00379,0.96241,0.95938,0.9803,0.67439,1.25645,0.35801,0.00354,0.00134282,0.000447606,0.00134282,0.000447606,0.00134282,0.000447606,0.00134282,0.000447606
